claim_id,accident_year,line_of_business,loss_amount_usd,paid_to_date_usd,status,injury_severity
CLM106125,2020,Auto BI,33328,29497,Open,Moderate
CLM106126,2020,Auto BI,10929,5202,Open,Minor
CLM106127,2020,Property,11745,9669,Open,Minor
CLM106128,2020,Property,5959,4570,Open,Minor
CLM106129,2020,Auto PD,4362,2180,Open,Minor
CLM106130,2020,Property,49529,27353,Open,Moderate
CLM106131,2020,Property,36788,26580,Open,Moderate
CLM106132,2020,Auto PD,12671,7910,Open,Minor
CLM106133,2020,Auto PD,8087,7674,Open,Minor
CLM106134,2020,Property,5994,3892,Open,Minor
CLM106135,2020,Auto PD,27792,11934,Open,Moderate
CLM106136,2020,Auto BI,61348,34847,Open,Moderate
CLM106137,2020,Auto BI,36432,33076,Open,Moderate
CLM106138,2020,Auto BI,8109,6150,Open,Minor
CLM106139,2020,GL,10389,10204,Closed,Minor
CLM106140,2020,Auto PD,6789,6353,Open,Minor
CLM106141,2020,Property,44311,18199,Open,Moderate
CLM106142,2020,GL,218591,137520,Open,Severe
CLM106143,2020,GL,55249,54264,Closed,Moderate
CLM106144,2020,GL,9476,7422,Open,Minor
CLM106145,2020,Property,7449,6369,Open,Minor
CLM106146,2020,Auto BI,45954,24231,Open,Moderate
CLM106147,2020,Auto PD,7070,5667,Open,Minor
CLM106148,2020,Auto BI,22835,16315,Open,Moderate
CLM106149,2020,Auto PD,8644,4790,Open,Minor
CLM106150,2020,Auto BI,73382,44463,Open,Moderate
CLM106151,2020,GL,5790,4632,Open,Minor
CLM106152,2020,Auto BI,33404,13377,Open,Moderate
CLM106153,2020,Auto PD,5823,3583,Open,Minor
CLM106154,2020,Auto PD,9811,5026,Open,Minor
CLM106155,2020,Auto BI,51727,26373,Open,Moderate
CLM106156,2020,GL,206524,180800,Open,Severe
CLM106157,2020,GL,5704,2825,Open,Minor
CLM106158,2020,GL,8230,6373,Open,Minor
CLM106159,2020,Auto BI,4088,2991,Open,Minor
CLM106160,2020,GL,8358,7402,Open,Minor
CLM106161,2020,Property,58072,54349,Open,Moderate
CLM106162,2020,Property,4872,3366,Open,Minor
CLM106163,2020,Property,4168,3281,Open,Minor
CLM106164,2020,Auto PD,354252,201640,Open,Severe
CLM106165,2020,Auto BI,35823,19497,Open,Moderate
CLM106166,2020,Auto PD,10839,5581,Open,Minor
CLM106167,2020,GL,206910,144973,Open,Severe
CLM106168,2020,Auto PD,7595,5665,Open,Minor
CLM106169,2020,Auto BI,51576,47393,Open,Moderate
CLM106170,2020,Auto PD,31740,13431,Open,Moderate
CLM106171,2020,Auto PD,8331,5099,Open,Minor
CLM106172,2020,GL,7046,6660,Open,Minor
CLM106173,2020,Auto PD,25192,15617,Open,Moderate
CLM106174,2020,Auto BI,8843,7082,Open,Minor
CLM106175,2020,Auto PD,7341,5954,Open,Minor
CLM106176,2020,GL,42644,32283,Open,Moderate
CLM106177,2020,Auto BI,117136,68179,Open,Severe
CLM106178,2020,GL,68871,38798,Open,Moderate
CLM106179,2020,GL,58150,23605,Open,Moderate
CLM106180,2020,Auto BI,59462,49034,Open,Moderate
CLM106181,2020,Auto BI,7236,3160,Open,Minor
CLM106182,2020,Property,73019,71386,Closed,Severe
CLM106183,2020,Auto PD,385997,285431,Open,Severe
CLM106184,2020,Auto BI,7847,4316,Open,Minor
CLM106185,2020,Auto BI,33768,26937,Open,Moderate
CLM106186,2020,Auto PD,51252,47336,Open,Moderate
CLM106187,2020,Auto BI,10917,5663,Open,Minor
CLM106188,2020,Property,44654,32895,Open,Moderate
CLM106189,2020,Auto BI,11196,7823,Open,Minor
CLM106190,2020,Auto PD,10707,5405,Open,Minor
CLM106191,2020,GL,128507,64193,Open,Severe
CLM106192,2020,Property,6315,5504,Open,Minor
CLM106193,2020,Property,59363,45508,Open,Moderate
CLM106194,2020,Auto BI,1218,1029,Open,Minor
CLM106195,2020,Property,7626,4423,Open,Minor
CLM106196,2020,Property,4422,3263,Open,Minor
CLM106197,2020,Auto PD,6808,4210,Open,Minor
CLM106198,2020,Property,7252,4172,Open,Minor
CLM106199,2020,Property,7104,6227,Open,Minor
CLM106200,2020,GL,36716,31223,Open,Moderate
CLM106201,2020,GL,5257,2438,Open,Minor
CLM106202,2020,Auto BI,79378,78310,Closed,Moderate
CLM106203,2020,GL,12668,6832,Open,Minor
CLM106204,2020,Auto BI,5094,4424,Open,Minor
CLM106205,2020,Auto PD,11955,9099,Open,Minor
CLM106206,2020,Auto BI,7001,6978,Closed,Minor
CLM106207,2020,Auto PD,8322,8109,Closed,Minor
CLM106208,2020,Auto PD,7841,4060,Open,Minor
CLM106209,2020,GL,6350,5338,Open,Minor
CLM106210,2020,Property,59757,29940,Open,Moderate
CLM106211,2020,Property,230700,138497,Open,Severe
CLM106212,2020,Auto BI,37851,15951,Open,Moderate
CLM106213,2020,GL,25431,15078,Open,Moderate
CLM106214,2020,Auto BI,5766,4986,Open,Minor
CLM106215,2020,GL,20379,16410,Open,Moderate
CLM106216,2020,GL,45183,34673,Open,Moderate
CLM106217,2020,Auto BI,5008,2760,Open,Minor
CLM106218,2020,Property,7336,6401,Open,Minor
CLM106219,2020,Auto PD,65551,47018,Open,Moderate
CLM106220,2020,GL,62989,62605,Closed,Moderate
CLM106221,2020,Auto BI,44515,26706,Open,Moderate
CLM106222,2020,GL,7782,6068,Open,Minor
CLM106223,2020,Property,379789,306439,Open,Severe
CLM106224,2020,Auto BI,52811,22996,Open,Moderate
CLM106225,2020,Auto PD,7180,6797,Open,Minor
CLM106226,2020,GL,23609,21094,Open,Moderate
CLM106227,2020,Auto PD,8984,5267,Open,Minor
CLM106228,2020,GL,290492,197531,Open,Severe
CLM106229,2020,Auto BI,35525,32336,Open,Moderate
CLM106230,2020,Auto PD,8728,5966,Open,Minor
CLM106231,2020,GL,7091,3041,Open,Minor
CLM106232,2020,Auto BI,7539,7226,Closed,Minor
CLM106233,2020,Property,1780,771,Open,Minor
CLM106234,2020,Auto BI,7445,3193,Open,Minor
CLM106235,2020,Property,10423,9284,Open,Minor
CLM106236,2020,Auto BI,6421,3004,Open,Minor
CLM106237,2020,Property,8131,5570,Open,Minor
CLM106238,2020,Property,33660,19992,Open,Moderate
CLM106239,2020,GL,50406,34770,Open,Moderate
CLM106240,2020,Auto PD,7458,6048,Open,Minor
CLM106241,2020,Property,30911,18639,Open,Moderate
CLM106242,2020,GL,333266,179722,Open,Severe
CLM106243,2020,Property,298959,224758,Open,Severe
CLM106244,2020,GL,168582,100557,Open,Severe
CLM106245,2020,GL,9244,7043,Open,Minor
CLM106246,2020,Auto BI,9343,5936,Open,Minor
CLM106247,2020,Auto BI,9605,3876,Open,Minor
CLM106248,2020,Auto PD,19586,8540,Open,Moderate
CLM106249,2020,Property,10516,6671,Open,Minor
CLM106250,2020,Auto PD,171575,127533,Open,Severe
CLM106251,2020,Auto PD,7105,6025,Open,Minor
CLM106252,2020,Auto BI,84568,50899,Open,Moderate
CLM106253,2020,Property,49528,43455,Open,Moderate
CLM106254,2020,GL,187162,139773,Open,Severe
CLM106255,2020,GL,2486,1835,Open,Minor
CLM106256,2020,Auto PD,11474,5191,Open,Minor
CLM106257,2020,Auto BI,24821,21750,Open,Moderate
CLM106258,2020,GL,29948,16011,Open,Moderate
CLM106259,2020,Auto PD,7171,5073,Open,Minor
CLM106260,2020,Auto PD,66246,48779,Open,Moderate
CLM106261,2020,GL,56598,40426,Open,Moderate
CLM106262,2020,GL,7605,6255,Open,Minor
CLM106263,2020,Property,8770,7541,Open,Minor
CLM106264,2020,Auto PD,6499,6002,Open,Minor
CLM106265,2020,GL,8349,4107,Open,Minor
CLM106266,2020,Auto BI,226233,181585,Open,Severe
CLM106267,2020,GL,302345,202793,Open,Severe
CLM106268,2020,Property,10417,10225,Closed,Minor
CLM106269,2020,Property,52409,27972,Open,Moderate
CLM106270,2020,Auto BI,7094,2873,Open,Minor
CLM106271,2020,GL,56127,37011,Open,Moderate
CLM106272,2020,Property,7770,6297,Open,Minor
CLM106273,2020,GL,5295,4879,Open,Minor
CLM106274,2020,Property,185720,88668,Open,Severe
CLM106275,2020,Auto BI,8211,3696,Open,Minor
CLM106276,2020,Property,10275,9530,Open,Minor
CLM106277,2020,GL,7541,7183,Closed,Minor
CLM106278,2020,GL,4977,4922,Closed,Minor
CLM106279,2020,Auto PD,8141,7813,Closed,Minor
CLM106280,2020,Auto PD,8283,6728,Open,Minor
CLM106281,2020,Auto PD,235796,180318,Open,Severe
CLM106282,2020,GL,58798,49378,Open,Moderate
CLM106283,2020,Auto BI,10547,9402,Open,Minor
CLM106284,2020,Auto PD,6514,3370,Open,Minor
CLM106285,2020,Property,167627,82089,Open,Severe
CLM106286,2020,Auto BI,5399,4962,Open,Minor
CLM106287,2020,Auto PD,55482,24518,Open,Moderate
CLM106288,2020,GL,11622,7614,Open,Minor
CLM106289,2020,GL,7212,5555,Open,Minor
CLM106290,2020,Auto BI,41378,25422,Open,Moderate
CLM106291,2020,Auto BI,11666,8685,Open,Minor
CLM106292,2020,Auto PD,9263,4209,Open,Minor
CLM106293,2020,Auto PD,51543,50870,Closed,Moderate
CLM106294,2020,Auto PD,27136,14952,Open,Moderate
CLM106295,2020,Property,55180,47203,Open,Moderate
CLM106296,2020,GL,141023,129448,Open,Severe
CLM106297,2020,Property,123608,86878,Open,Severe
CLM106298,2020,Auto PD,7133,5668,Open,Minor
CLM106299,2020,Auto BI,6535,3641,Open,Minor
CLM106300,2020,Property,7446,5508,Open,Minor
CLM106301,2020,Auto PD,23385,11133,Open,Moderate
CLM106302,2020,Auto PD,10397,8635,Open,Minor
CLM106303,2020,Property,10819,9196,Open,Minor
CLM106304,2020,GL,15789,8846,Open,Moderate
CLM106305,2020,GL,10446,4525,Open,Minor
CLM106306,2020,Auto BI,5973,5483,Open,Minor
CLM106307,2020,Auto BI,10142,8062,Open,Minor
CLM106308,2020,GL,7828,3165,Open,Minor
CLM106309,2020,Auto PD,8071,5166,Open,Minor
CLM106310,2020,Auto BI,7537,4905,Open,Minor
CLM106311,2020,GL,11030,10022,Open,Minor
CLM106312,2020,Property,4901,4635,Open,Minor
CLM106313,2020,Auto PD,9519,7982,Open,Minor
CLM106314,2020,Property,10753,4584,Open,Minor
CLM106315,2020,Auto BI,9790,6877,Open,Minor
CLM106316,2020,Property,13811,6104,Open,Minor
CLM106317,2020,Property,6677,3763,Open,Minor
CLM106318,2020,Auto BI,10393,5478,Open,Minor
CLM106319,2020,Property,7734,5651,Open,Minor
CLM106320,2020,GL,11083,7974,Open,Minor
CLM106321,2020,GL,7980,3233,Open,Minor
CLM106322,2020,Auto PD,7030,6565,Open,Minor
CLM106323,2020,Property,331016,163218,Open,Severe
CLM106324,2020,Auto BI,6771,4471,Open,Minor
CLM106325,2020,Auto PD,23809,12739,Open,Moderate
CLM106326,2020,Auto PD,6707,6451,Closed,Minor
CLM106327,2020,Property,9547,5765,Open,Minor
CLM106328,2020,Property,11480,8961,Open,Minor
CLM106329,2020,Auto BI,46666,42002,Open,Moderate
CLM106330,2020,Auto PD,332046,152223,Open,Severe
CLM106331,2020,Auto BI,4604,4130,Open,Minor
CLM106332,2020,Auto BI,6891,6395,Open,Minor
CLM106333,2020,Property,195471,89833,Open,Severe
CLM106334,2020,Auto BI,7713,6501,Open,Minor
CLM106335,2020,GL,8210,5950,Open,Minor
CLM106336,2020,Auto PD,55363,33713,Open,Moderate
CLM106337,2020,Auto PD,6887,6051,Open,Minor
CLM106338,2020,GL,231817,117929,Open,Severe
CLM106339,2020,Property,44323,40858,Open,Moderate
CLM106340,2020,Auto PD,5685,3808,Open,Minor
CLM106341,2020,Auto PD,7715,6741,Open,Minor
CLM106342,2020,Property,7640,4354,Open,Minor
CLM106343,2020,Auto BI,7587,5738,Open,Minor
CLM106344,2020,Property,8079,4093,Open,Minor
CLM106345,2020,GL,8189,6745,Open,Minor
CLM106346,2020,Auto PD,38515,35653,Open,Moderate
CLM106347,2020,Auto BI,11181,10945,Closed,Minor
CLM106348,2020,Auto PD,5076,2092,Open,Minor
CLM106349,2020,Auto BI,6197,2871,Open,Minor
CLM106350,2020,GL,14949,13918,Open,Minor
CLM106351,2020,Auto PD,131770,72641,Open,Severe
CLM106352,2020,Auto PD,24693,19299,Open,Moderate
CLM106353,2020,Auto PD,9836,6602,Open,Minor
CLM106354,2020,Auto BI,13843,13171,Closed,Moderate
CLM106355,2020,GL,41470,31136,Open,Moderate
CLM106356,2020,Auto BI,402395,354918,Open,Severe
CLM106357,2020,Property,4137,2073,Open,Minor
CLM106358,2020,GL,15270,6898,Open,Moderate
CLM106359,2020,Auto PD,4252,2829,Open,Minor
CLM106360,2020,Auto PD,58475,34213,Open,Moderate
CLM106361,2020,Property,10811,7653,Open,Minor
CLM106362,2020,Auto BI,37311,35899,Closed,Moderate
CLM106363,2020,GL,9708,9474,Closed,Minor
CLM106364,2020,GL,11475,6973,Open,Minor
CLM106365,2020,Auto PD,12468,5548,Open,Minor
CLM106366,2020,Auto BI,7384,6926,Open,Minor
CLM106367,2020,Auto BI,10477,9458,Open,Moderate
CLM106368,2020,Property,32686,24781,Open,Moderate
CLM106369,2020,Property,6932,3811,Open,Minor
CLM106370,2020,Auto BI,197990,148884,Open,Severe
CLM106371,2020,Auto BI,204031,115316,Open,Severe
CLM106372,2020,Auto PD,10797,7343,Open,Minor
CLM106373,2020,Auto BI,328326,175717,Open,Severe
CLM106374,2020,GL,7570,7180,Open,Minor
CLM106375,2020,Auto PD,10746,10439,Closed,Minor
CLM106376,2020,Auto PD,250401,203651,Open,Severe
CLM106377,2020,GL,45967,26874,Open,Moderate
CLM106378,2020,GL,10266,4942,Open,Minor
CLM106379,2020,Auto PD,8180,3638,Open,Minor
CLM106380,2020,Auto PD,394913,383609,Closed,Severe
CLM106381,2020,Auto BI,4403,1797,Open,Minor
CLM106382,2020,Property,37272,23927,Open,Moderate
CLM106383,2020,Property,43102,36403,Open,Moderate
CLM106384,2020,Auto BI,51591,33791,Open,Moderate
CLM106385,2020,Auto BI,11169,7946,Open,Minor
CLM106386,2020,GL,44634,30497,Open,Moderate
CLM106387,2020,Auto PD,4444,2328,Open,Minor
CLM106388,2020,Auto BI,10106,9480,Open,Minor
CLM106389,2020,GL,9887,5697,Open,Minor
CLM106390,2020,Property,15872,11266,Open,Moderate
CLM106391,2020,Auto PD,7990,5995,Open,Minor
CLM106392,2020,Auto BI,4024,1863,Open,Minor
CLM106393,2020,Auto BI,6338,5027,Open,Minor
CLM106394,2020,Auto PD,31457,12830,Open,Moderate
CLM106395,2020,Auto BI,10023,4623,Open,Minor
CLM106396,2020,Auto PD,8292,7821,Open,Minor
CLM106397,2020,Auto PD,4786,4408,Open,Minor
CLM106398,2020,Property,294805,175710,Open,Severe
CLM106399,2020,Auto BI,4415,3510,Open,Minor
CLM106400,2020,Property,8825,6786,Open,Minor
CLM106401,2020,GL,5964,2438,Open,Minor
CLM106402,2020,Auto PD,188917,184506,Closed,Severe
CLM106403,2020,Auto PD,52564,32539,Open,Moderate
CLM106404,2020,Auto PD,52821,51567,Closed,Moderate
CLM106405,2020,Auto BI,65054,36927,Open,Moderate
CLM106406,2020,Property,7794,7613,Closed,Minor
CLM106407,2020,Auto PD,49596,28375,Open,Moderate
CLM106408,2020,Auto PD,38433,18873,Open,Moderate
CLM106409,2020,Property,8454,8134,Closed,Minor
CLM106410,2020,Auto PD,9098,5659,Open,Minor
CLM106411,2020,Property,7754,4981,Open,Minor
CLM106412,2020,Auto PD,17943,13250,Open,Moderate
CLM106413,2020,Auto PD,49972,46563,Open,Moderate
CLM106414,2020,GL,8911,4085,Open,Minor
CLM106415,2020,Auto PD,6299,3273,Open,Minor
CLM106416,2020,Property,110827,100608,Open,Severe
CLM106417,2020,Auto PD,11689,9958,Open,Minor
CLM106418,2020,Auto BI,261772,139716,Open,Severe
CLM106419,2020,Auto BI,7427,2989,Open,Minor
CLM106420,2020,Auto PD,5157,3685,Open,Minor
CLM106421,2020,Property,5945,5597,Open,Minor
CLM106422,2020,Property,11256,7909,Open,Minor
CLM106423,2020,Auto PD,8344,4886,Open,Minor
CLM106424,2020,Auto BI,36741,18811,Open,Moderate
CLM106425,2020,Auto PD,9274,3787,Open,Minor
CLM106426,2020,Auto PD,5964,4386,Open,Minor
CLM106427,2020,Auto PD,11752,10072,Open,Minor
CLM106428,2020,Property,11382,8626,Open,Minor
CLM106429,2020,Property,6833,3569,Open,Minor
CLM106430,2020,Auto BI,35569,15978,Open,Moderate
CLM106431,2020,Auto PD,1454,1311,Open,Minor
CLM106432,2020,GL,4296,4219,Closed,Minor
CLM106433,2020,Auto PD,4651,3589,Open,Minor
CLM106434,2020,Auto PD,8337,6178,Open,Minor
CLM106435,2020,Property,192270,140122,Open,Severe
CLM106436,2020,GL,4636,3739,Open,Minor
CLM106437,2020,GL,196101,160301,Open,Severe
CLM106438,2020,Property,9263,6015,Open,Minor
CLM106439,2020,Auto PD,264866,146768,Open,Severe
CLM106440,2020,Property,3250,1733,Open,Minor
CLM106441,2020,GL,7679,5479,Open,Minor
CLM106442,2020,Auto PD,24249,18171,Open,Moderate
CLM106443,2020,Property,10254,8396,Open,Minor
CLM106444,2020,Auto PD,9960,8786,Open,Minor
CLM106445,2020,GL,31529,19596,Open,Moderate
CLM106446,2020,Property,6084,4797,Open,Minor
CLM106447,2020,Property,180792,163163,Open,Severe
CLM106448,2020,Auto BI,2368,1871,Open,Minor
CLM106449,2020,Auto BI,50039,27500,Open,Moderate
CLM106450,2020,Auto BI,7317,4436,Open,Minor
CLM106451,2020,Auto BI,59552,50068,Open,Moderate
CLM106452,2020,GL,28523,25667,Open,Moderate
CLM106453,2020,Auto BI,6452,4053,Open,Minor
CLM106454,2020,Auto PD,91945,79491,Open,Severe
CLM106455,2020,GL,5489,4935,Open,Minor
CLM106456,2020,Property,119531,50760,Open,Severe
CLM106457,2020,Auto BI,10489,10460,Closed,Minor
CLM106458,2020,GL,6254,5818,Open,Minor
CLM106459,2020,Auto BI,8310,7146,Open,Minor
CLM106460,2020,Auto BI,7048,4448,Open,Minor
CLM106461,2020,Auto BI,4826,4039,Open,Minor
CLM106462,2020,Auto BI,42475,29020,Open,Moderate
CLM106463,2020,GL,9497,8672,Open,Minor
CLM106464,2020,Auto PD,26883,17534,Open,Moderate
CLM106465,2020,GL,288774,135591,Open,Severe
CLM106466,2020,Auto BI,5875,5710,Closed,Minor
CLM106467,2020,GL,6792,2941,Open,Minor
CLM106468,2020,Auto BI,52960,47228,Open,Moderate
CLM106469,2020,Auto BI,6341,2698,Open,Minor
CLM106470,2020,Property,8093,6533,Open,Minor
CLM106471,2020,GL,40279,23572,Open,Moderate
CLM106472,2020,Auto PD,8323,5677,Open,Minor
CLM106473,2020,Auto PD,2048,946,Open,Minor
CLM106474,2020,Auto PD,3425,3157,Open,Minor
CLM106475,2020,Property,9539,4988,Open,Minor
CLM106476,2020,Property,10592,5585,Open,Minor
CLM106477,2020,GL,5723,2385,Open,Minor
CLM106478,2020,Auto PD,7389,4163,Open,Minor
CLM106479,2020,Property,8736,5473,Open,Minor
CLM106480,2020,GL,9733,5384,Open,Minor
CLM106481,2020,GL,2930,1228,Open,Minor
CLM106482,2020,GL,31709,25051,Open,Moderate
CLM106483,2020,Auto PD,7168,4593,Open,Minor
CLM106484,2020,Property,279766,185888,Open,Severe
CLM106485,2020,Auto PD,14246,6572,Open,Minor
CLM106486,2020,Auto BI,7429,7125,Closed,Minor
CLM106487,2020,Auto BI,23895,22473,Open,Moderate
CLM106488,2020,Property,9005,6980,Open,Minor
CLM106489,2020,Auto PD,11302,4886,Open,Minor
CLM106490,2020,Property,8270,3858,Open,Minor
CLM106491,2020,GL,142934,109196,Open,Severe
CLM106492,2020,Auto PD,10394,7216,Open,Minor
CLM106493,2020,Auto PD,54953,34872,Open,Moderate
CLM106494,2020,Auto BI,29608,23893,Open,Moderate
CLM106495,2020,GL,50721,22189,Open,Moderate
CLM106496,2020,Property,304767,249217,Open,Severe
CLM106497,2020,GL,320460,239439,Open,Severe
CLM106498,2020,Auto PD,44003,36993,Open,Moderate
CLM106499,2020,Property,7104,4245,Open,Minor
CLM106500,2020,Property,324318,310699,Closed,Severe
CLM106501,2020,Auto BI,117136,116561,Closed,Severe
CLM106502,2020,Auto BI,51578,29329,Open,Moderate
CLM106503,2020,Auto PD,24449,13983,Open,Moderate
CLM106504,2020,Auto PD,10663,9014,Open,Minor
CLM106505,2020,Auto BI,41129,26414,Open,Moderate
CLM106506,2020,Property,11171,9147,Open,Minor
CLM106507,2020,Auto PD,9228,7208,Open,Minor
CLM106508,2020,Auto PD,4941,3271,Open,Minor
CLM106509,2020,GL,11561,7880,Open,Minor
CLM106510,2020,Auto BI,68268,54581,Open,Moderate
CLM106511,2020,Auto BI,10205,9319,Open,Minor
CLM106512,2020,Auto PD,6096,5653,Open,Minor
CLM106513,2020,Auto PD,193988,183861,Open,Severe
CLM106514,2020,GL,8363,4772,Open,Minor
CLM106515,2020,GL,34444,23107,Open,Moderate
CLM106516,2020,Property,70385,30450,Open,Moderate
CLM106517,2020,Property,232267,198926,Open,Severe
CLM106518,2020,Property,1000,881,Open,Severe
CLM106519,2020,Property,8848,4981,Open,Minor
CLM106520,2020,Property,7129,6082,Open,Minor
CLM106521,2020,GL,43876,40279,Open,Moderate
CLM106522,2020,Auto BI,7078,6801,Closed,Minor
CLM106523,2020,Property,10017,7087,Open,Minor
CLM106524,2020,Property,10799,7738,Open,Minor
CLM106525,2020,Auto PD,8707,7252,Open,Minor
CLM106526,2020,GL,7151,6998,Closed,Minor
CLM106527,2020,Auto BI,7896,3199,Open,Minor
CLM106528,2020,Auto BI,45293,34644,Open,Moderate
CLM106529,2020,Property,151793,89853,Open,Severe
CLM106530,2020,Auto PD,269208,256709,Closed,Severe
CLM106531,2020,Auto BI,9150,8689,Open,Minor
CLM106532,2020,Property,11851,8260,Open,Minor
CLM106533,2020,Auto BI,63830,34561,Open,Moderate
CLM106534,2020,Auto BI,6285,5461,Open,Minor
CLM106535,2020,Property,57304,55728,Closed,Moderate
CLM106536,2020,Auto PD,139168,118412,Open,Severe
CLM106537,2020,Auto PD,9739,6414,Open,Minor
CLM106538,2020,GL,37250,16962,Open,Moderate
CLM106539,2020,Auto PD,5441,3671,Open,Minor
CLM106540,2020,Property,49200,27817,Open,Moderate
CLM106541,2020,GL,1000,475,Open,Severe
CLM106542,2020,Auto PD,3622,1482,Open,Minor
CLM106543,2020,GL,7556,3351,Open,Minor
CLM106544,2020,Auto PD,46236,33133,Open,Moderate
CLM106545,2020,Property,7076,5843,Open,Minor
CLM106546,2020,Auto PD,21308,17797,Open,Moderate
CLM106547,2020,Auto BI,32731,25680,Open,Moderate
CLM106548,2020,Auto BI,8978,8207,Open,Minor
CLM106549,2020,Auto PD,9454,8216,Open,Minor
CLM106550,2020,Auto PD,218621,216720,Closed,Severe
CLM106551,2020,GL,10892,4476,Open,Minor
CLM106552,2020,Property,50960,27657,Open,Moderate
CLM106553,2020,Property,33788,27311,Open,Moderate
CLM106554,2020,Auto BI,196157,183947,Open,Severe
CLM106555,2020,Auto PD,4492,2949,Open,Minor
CLM106556,2020,GL,43377,28334,Open,Moderate
CLM106557,2020,GL,10780,5570,Open,Minor
CLM106558,2020,Property,9713,9049,Open,Minor
CLM106559,2020,Auto PD,11505,7105,Open,Minor
CLM106560,2020,Auto PD,7242,3243,Open,Minor
CLM106561,2020,GL,65191,47310,Open,Moderate
CLM106562,2020,Auto PD,7516,4687,Open,Minor
CLM106563,2020,GL,345084,265351,Open,Severe
CLM106564,2020,GL,44672,28586,Open,Moderate
CLM106565,2020,Property,280114,207324,Open,Severe
CLM106566,2020,GL,11687,9494,Open,Minor
CLM106567,2020,Property,42098,27256,Open,Moderate
CLM106568,2020,Auto PD,238563,109635,Open,Severe
CLM106569,2020,Property,11222,8374,Open,Minor
CLM106570,2020,Auto BI,7667,6679,Open,Minor
CLM106571,2020,Auto BI,25186,13488,Open,Moderate
CLM106572,2020,Auto BI,77145,48363,Open,Moderate
CLM106573,2020,Auto BI,37953,25529,Open,Moderate
CLM106574,2020,Auto BI,8396,4038,Open,Minor
CLM106575,2020,Auto PD,10890,9039,Open,Minor
CLM106576,2020,Property,168278,94799,Open,Severe
CLM106577,2020,Auto BI,134331,130136,Closed,Severe
CLM106578,2020,Property,8634,3870,Open,Minor
CLM106579,2020,Auto BI,3517,3335,Open,Minor
CLM106580,2020,Auto PD,7280,4034,Open,Minor
CLM106581,2020,Property,8612,6949,Open,Minor
CLM106582,2020,GL,7325,4538,Open,Minor
CLM106583,2020,Auto BI,21848,12211,Open,Moderate
CLM106584,2020,Property,68912,30662,Open,Moderate
CLM106585,2020,GL,46553,31426,Open,Moderate
CLM106586,2020,GL,11577,9983,Open,Minor
CLM106587,2020,Auto PD,7349,3184,Open,Minor
CLM106588,2020,Property,5799,4401,Open,Minor
CLM106589,2020,Property,8672,4875,Open,Minor
CLM106590,2020,GL,41763,32922,Open,Moderate
CLM106591,2020,Auto PD,5055,4715,Open,Minor
CLM106592,2020,Property,11674,10502,Open,Minor
CLM106593,2020,GL,6444,6230,Closed,Minor
CLM106594,2020,Auto PD,17396,10674,Open,Moderate
CLM106595,2020,Property,11320,8432,Open,Minor
CLM106596,2020,Auto BI,37435,33034,Open,Moderate
CLM106597,2020,Auto PD,6480,4412,Open,Minor
CLM106598,2020,Auto PD,3586,3324,Open,Minor
CLM106599,2020,Property,12352,7821,Open,Minor
CLM106600,2020,Auto BI,25657,12678,Open,Moderate
CLM106601,2020,Auto BI,8146,5256,Open,Minor
CLM106602,2020,Auto BI,58689,55973,Closed,Moderate
CLM106603,2020,Auto BI,9054,4423,Open,Minor
CLM106604,2020,GL,7850,5382,Open,Minor
CLM106605,2020,Auto BI,19475,12824,Open,Moderate
CLM106606,2020,GL,5975,2982,Open,Minor
CLM106607,2020,Auto PD,8469,5803,Open,Minor
CLM106608,2020,GL,33192,31249,Open,Moderate
CLM106609,2020,GL,8508,7432,Open,Minor
CLM106610,2020,GL,9704,3911,Open,Minor
CLM106611,2020,GL,59437,47246,Open,Moderate
CLM106612,2020,Property,4934,3336,Open,Minor
CLM106613,2020,Property,13491,11242,Open,Minor
CLM106614,2020,GL,9918,8088,Open,Minor
CLM106615,2020,Auto PD,44974,19271,Open,Moderate
CLM106616,2020,GL,10723,6891,Open,Minor
CLM106617,2020,Auto BI,80481,43970,Open,Moderate
CLM106618,2020,Property,4403,3175,Open,Minor
CLM106619,2020,GL,7436,7241,Closed,Minor
CLM106620,2020,Property,2053,1992,Closed,Minor
CLM106621,2020,Property,236375,163651,Open,Severe
CLM106622,2020,GL,8913,7420,Open,Minor
CLM106623,2020,GL,7902,6559,Open,Minor
CLM106624,2020,GL,6363,2560,Open,Minor
CLM106625,2020,Property,14257,7664,Open,Moderate
CLM106626,2020,Auto BI,8933,7438,Open,Minor
CLM106627,2020,Auto PD,66831,56639,Open,Moderate
CLM106628,2020,Auto BI,6522,2995,Open,Minor
CLM106629,2020,Auto BI,51600,29689,Open,Moderate
CLM106630,2020,Auto BI,4079,3474,Open,Minor
CLM106631,2020,Property,51858,49124,Open,Moderate
CLM106632,2020,Auto BI,7016,4590,Open,Minor
CLM106633,2020,Auto PD,6093,5460,Open,Minor
CLM106634,2020,GL,6099,4000,Open,Minor
CLM106635,2020,Auto BI,39095,35928,Open,Moderate
CLM106636,2020,Auto PD,8956,5769,Open,Minor
CLM106637,2020,Auto BI,4719,2870,Open,Minor
CLM106638,2020,Auto PD,186245,153842,Open,Severe
CLM106639,2020,Auto PD,7896,3818,Open,Minor
CLM106640,2020,Auto BI,5252,3834,Open,Minor
CLM106641,2020,Auto PD,12491,9366,Open,Minor
